"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Jun 24 16:07:15 GMT 2025","Tue Jun 24 16:07:15 GMT 2025","1","","Tests","TestReportAllure","","","Skip",""
"passed","Tue Jun 24 16:07:15 GMT 2025","Tue Jun 24 16:07:15 GMT 2025","1","","Tests","TestReportAllure","","","Pass",""
"passed","Tue Jun 24 16:07:15 GMT 2025","Tue Jun 24 16:07:15 GMT 2025","1","","Tests","TestReportAllure","","","Fail",""
